City_ID,City,Country,Lat,Lng,Max Temp,Cloudiness,Humidity,Wind Speed,Date
289,Orlik,RU,52.52,99.83,-5.98,28,81,3.04,2020-12-18
290,Nakambala,ZM,-15.83,27.78,70.68,100,86,3.4,2020-12-18
291,Vardø,NO,70.37,31.11,21.2,75,79,14.99,2020-12-18
292,Chiredzi,ZW,-21.05,31.67,71.67,100,96,8.43,2020-12-18
293,Shizunai-furukawachō,JP,42.33,142.37,22.55,92,86,27.22,2020-12-18
294,Kāvali,IN,14.92,79.98,74.1,89,84,5.19,2020-12-18
295,Nanortalik,GL,60.14,-45.24,26.47,97,95,11.21,2020-12-18
296,Bucerías,MX,20.75,-105.33,77.0,75,78,11.41,2020-12-18
297,Progreso,MX,21.28,-89.67,80.6,75,69,6.93,2020-12-18
298,Broome,US,42.25,-75.83,19.99,1,73,5.82,2020-12-18
299,Mount Gambier,AU,-37.83,140.77,57.2,90,76,4.7,2020-12-18
300,Greenfield,US,42.96,-88.01,35.6,75,64,12.75,2020-12-18
302,Eldorado,BR,-23.79,-54.28,83.46,33,71,5.35,2020-12-18
303,Nantucket,US,41.28,-70.1,33.8,90,69,14.99,2020-12-18
304,Bereda,ES,43.27,-7.54,51.01,100,99,10.0,2020-12-18
305,Chapais,CA,49.78,-74.85,5.0,1,84,2.24,2020-12-18
306,Meadow Lake,US,34.8,-106.54,51.01,40,31,11.41,2020-12-18
307,Parkes,AU,-33.13,148.18,72.0,48,40,4.0,2020-12-18
308,Anuradhapura,LK,8.36,80.42,72.09,97,96,4.32,2020-12-18
310,Kroya,ID,-7.63,109.25,76.39,98,84,5.66,2020-12-18
311,Makakilo City,US,21.35,-158.09,84.2,40,48,10.29,2020-12-18
312,Saint Anthony,US,45.02,-93.22,41.0,90,56,5.82,2020-12-18
313,Chernyshevskiy,RU,63.01,112.47,-6.34,100,93,4.65,2020-12-18
314,Bambous Virieux,MU,-20.34,57.76,77.0,40,88,5.82,2020-12-18
315,Tilichiki,RU,60.47,166.1,-8.1,78,92,13.02,2020-12-18
316,Esperance,AU,-33.87,121.9,55.4,0,76,10.29,2020-12-18
317,Husavik,IS,66.04,-17.34,33.8,90,93,13.87,2020-12-18
318,Malnaş,RO,46.02,25.83,36.0,38,93,1.99,2020-12-18
319,Bonthe,SL,7.53,-12.51,78.66,86,81,3.42,2020-12-18
320,Narsaq,GL,60.92,-46.05,28.4,95,86,4.7,2020-12-18
321,Neiafu,TO,-18.65,-173.98,78.8,75,94,17.22,2020-12-18
322,Sur,OM,22.57,59.53,66.11,88,65,2.73,2020-12-18
323,Eureka,US,40.8,-124.16,54.0,71,73,1.99,2020-12-18
324,Sylacauga,US,33.17,-86.25,50.0,75,43,3.76,2020-12-18
325,Palmer,US,42.16,-72.33,27.0,1,35,4.7,2020-12-18
326,Itarema,BR,-2.92,-39.92,80.64,4,75,15.12,2020-12-18
327,Port-Gentil,GA,-0.72,8.78,78.8,40,88,4.7,2020-12-18
328,Moose Factory,CA,51.26,-80.61,26.6,75,73,14.99,2020-12-18
329,The Pas,CA,53.83,-101.25,-7.6,40,69,8.05,2020-12-18
330,Izhma,RU,65.01,53.91,6.01,85,95,4.56,2020-12-18
331,Ust'-Kut,RU,56.79,105.77,16.34,100,93,6.29,2020-12-18
332,Pasni,PK,25.26,63.47,68.29,100,47,3.89,2020-12-18
333,Letka,RU,59.6,49.42,0.61,1,93,4.47,2020-12-18
334,Waynesville,US,35.49,-82.99,35.01,16,55,1.99,2020-12-18
335,Kailua,US,21.4,-157.74,82.4,75,61,18.34,2020-12-18
336,Oviedo,ES,43.36,-5.84,60.01,40,67,6.93,2020-12-18
337,Cockburn Town,TC,21.46,-71.14,78.69,10,75,10.98,2020-12-18
338,Nicoya,CR,10.15,-85.45,87.8,20,45,14.99,2020-12-18
339,Sabang,ID,5.89,95.32,79.77,99,79,12.44,2020-12-18
340,Carahue,CL,-38.7,-73.17,60.8,40,72,13.87,2020-12-18
341,Mujiayingzi,CN,42.12,118.78,0.36,0,85,8.66,2020-12-18
342,Neosho,US,36.87,-94.37,51.8,1,40,18.34,2020-12-18
343,Okahandja,NA,-21.98,16.92,77.0,70,35,3.0,2020-12-18
344,Crossville,US,35.95,-85.03,39.2,1,51,3.36,2020-12-18
345,Byron Bay,AU,-28.65,153.62,79.0,90,78,3.36,2020-12-18
346,Oktyabr'skoye,RU,43.06,44.74,33.8,0,93,4.47,2020-12-18
347,Kysyl-Syr,RU,63.9,122.76,-41.3,50,80,2.33,2020-12-18
348,Hasaki,JP,35.73,140.83,37.4,20,69,3.36,2020-12-18
349,Tommot,RU,58.96,126.29,-13.13,100,86,2.84,2020-12-18
350,Opuwo,NA,-18.06,13.84,68.31,10,46,7.9,2020-12-18
351,Lensk,RU,60.73,114.93,4.46,100,92,7.38,2020-12-18
352,Jaisalmer,IN,26.91,70.92,53.53,78,35,7.83,2020-12-18
353,Bosaso,SO,11.28,49.18,78.6,24,79,4.45,2020-12-18
354,Spasskoye,RU,44.61,132.8,0.23,88,84,10.71,2020-12-18
355,Chirilagua,SV,13.22,-88.14,96.8,0,41,2.24,2020-12-18
356,Hue,VN,16.47,107.6,64.4,90,93,10.29,2020-12-18
357,Huarmey,PE,-10.07,-78.15,71.62,100,74,11.05,2020-12-18
358,Channel-Port aux Basques,CA,47.57,-59.14,33.12,28,88,15.1,2020-12-18
359,Okha,RU,53.57,142.95,1.65,87,90,15.77,2020-12-18
360,Katsuura,JP,35.13,140.3,46.4,40,54,11.41,2020-12-18
361,Palana,RU,59.12,159.97,14.41,100,98,8.12,2020-12-18
362,Kaiyuan,CN,23.7,103.3,46.42,99,60,5.37,2020-12-18
363,Warmbad,NA,-28.45,18.73,77.83,0,30,7.56,2020-12-18
364,Snezhnogorsk,RU,69.19,33.25,21.2,40,85,4.47,2020-12-18
365,Vrangel',RU,42.73,133.08,12.09,6,76,23.94,2020-12-18
366,Pucallpa,PE,-8.38,-74.55,82.4,40,74,5.82,2020-12-18
367,Coquimbo,CL,-29.95,-71.34,62.6,0,63,11.41,2020-12-18
369,São Pedro do Sul,BR,-29.62,-54.18,91.4,20,43,11.41,2020-12-18
370,Äänekoski,FI,62.69,25.82,32.0,90,92,9.17,2020-12-18
371,Adrar,MR,20.5,-10.07,60.19,0,33,9.89,2020-12-18
372,Yangi Marg`ilon,UZ,40.43,71.72,24.8,54,68,4.7,2020-12-18
373,Vangaindrano,MG,-23.35,47.6,76.69,99,88,7.83,2020-12-18
374,Yulara,AU,-25.24,130.99,84.2,65,30,11.41,2020-12-18
376,Kaeo,NZ,-35.1,173.78,69.44,7,56,6.2,2020-12-18
377,Unirea,RO,44.15,23.18,37.0,3,90,2.08,2020-12-18
378,Sainte-Maxime,FR,43.3,6.63,54.0,75,93,10.47,2020-12-18
379,La Tuque,CA,47.43,-72.78,12.2,2,56,4.7,2020-12-18
380,Kovdor,RU,67.57,30.48,15.42,100,96,9.17,2020-12-18
381,Natal,BR,-5.79,-35.21,80.6,20,74,11.41,2020-12-18
382,Faanui,PF,-16.48,-151.75,79.79,72,75,11.39,2020-12-18
383,Baley,RU,51.6,116.63,-12.37,37,90,3.85,2020-12-18
384,Sāveh,IR,35.02,50.36,44.78,100,76,9.78,2020-12-18
385,Valença,BR,-13.37,-39.07,76.71,90,86,4.5,2020-12-18
386,Wonthaggi,AU,-38.6,145.59,62.01,78,64,6.15,2020-12-18
387,Ust'-Uda,RU,54.17,103.03,10.35,98,92,3.33,2020-12-18
388,Wanaka,NZ,-44.7,169.15,62.6,85,62,10.58,2020-12-18
389,Enköping,SE,59.64,17.08,43.0,100,93,6.93,2020-12-18
390,Pangnirtung,CA,66.15,-65.71,3.2,20,59,5.82,2020-12-18
391,Zelenoborskiy,RU,66.84,32.36,14.0,100,97,10.69,2020-12-18
392,Shiloh,US,38.56,-89.9,41.0,1,80,9.17,2020-12-18
393,‘Āhuimanu,US,21.44,-157.84,82.4,75,61,18.34,2020-12-18
394,Saint-Augustin,CA,51.23,-58.65,22.14,0,95,8.41,2020-12-18
395,Tūkrah,LY,32.53,20.58,59.18,58,76,5.01,2020-12-18
396,Kasangulu,CD,-4.59,15.17,73.4,40,94,6.93,2020-12-18
397,Guaratinga,BR,-16.57,-39.57,78.8,40,78,11.41,2020-12-18
398,Adeje,ES,28.12,-16.73,66.99,75,63,11.41,2020-12-18
399,Roald,NO,62.58,6.13,51.8,40,66,10.29,2020-12-18
400,Aquiraz,BR,-3.9,-38.39,82.4,20,74,11.41,2020-12-18
401,Mbini,GQ,1.57,9.61,78.8,40,94,2.24,2020-12-18
402,Baishishan,CN,43.58,127.57,-1.26,38,89,7.76,2020-12-18
403,Saint Lawrence,MT,36.06,14.2,61.0,20,87,13.87,2020-12-18
404,Geraldton,AU,-28.77,114.6,68.0,0,64,9.17,2020-12-18
406,Irmo,US,34.09,-81.18,48.2,20,45,3.36,2020-12-18
407,Sechura,PE,-5.56,-80.82,78.62,38,56,17.2,2020-12-18
408,Tshikapa,CD,-6.42,20.8,70.23,73,91,0.45,2020-12-18
409,Jumla,NP,29.27,82.18,32.68,0,51,4.09,2020-12-18
410,Cabedelo,BR,-6.98,-34.83,78.8,20,78,8.05,2020-12-18
411,Saint-Leu,RE,-21.15,55.28,77.0,14,73,3.36,2020-12-18
412,Buta,CD,2.79,24.73,69.67,48,63,2.13,2020-12-18
413,Grindavik,IS,63.84,-22.43,37.4,75,86,23.04,2020-12-18
414,Magaria,NE,13.0,8.91,69.3,0,24,7.36,2020-12-18
416,Sembakung,ID,3.82,117.25,72.97,100,98,1.72,2020-12-18
417,Bandarbeyla,SO,9.49,50.81,75.99,43,84,17.0,2020-12-18
418,Scottsboro,US,34.67,-86.03,46.4,1,49,3.36,2020-12-18
419,Buchanan,LR,5.88,-10.05,77.0,75,94,4.74,2020-12-18
420,Ajdabiya,LY,30.76,20.23,59.05,44,65,8.41,2020-12-18
421,Nome,US,64.5,-165.41,-2.0,20,58,2.53,2020-12-18
422,Songjianghe,CN,42.19,127.48,0.0,0,82,6.71,2020-12-18
423,Atbasar,KZ,51.8,68.33,10.11,100,93,11.25,2020-12-18
424,Yonezawa,JP,37.92,140.12,30.99,89,85,1.01,2020-12-18
425,Malé,MV,4.17,73.51,82.4,75,83,16.11,2020-12-18
426,Bengkulu,ID,-3.8,102.27,73.78,100,88,4.16,2020-12-18
427,Havelock,US,34.88,-76.9,43.0,90,70,10.29,2020-12-18
428,Polonnaruwa,LK,7.93,81.0,73.53,100,96,0.67,2020-12-18
429,Litovel,CZ,49.7,17.08,35.01,28,99,2.39,2020-12-18
430,Muzhi,RU,65.37,64.67,0.97,13,89,11.5,2020-12-18
431,Brae,GB,60.4,-1.35,50.0,100,93,14.99,2020-12-18
432,Nabire,ID,-3.37,135.48,78.76,100,84,2.19,2020-12-18
433,Haileybury,CA,47.45,-79.64,10.4,1,72,3.36,2020-12-18
434,Punta Alta,AR,-38.88,-62.07,78.8,75,50,9.17,2020-12-18
435,Alice Town,BS,25.72,-79.3,69.49,17,69,18.92,2020-12-18
436,Lock Haven,US,41.14,-77.45,26.01,74,49,3.69,2020-12-18
437,Talcahuano,CL,-36.72,-73.12,60.8,40,77,14.99,2020-12-18
438,Yumen,CN,40.28,97.2,13.06,0,83,6.91,2020-12-18
439,Mehamn,NO,71.04,27.85,19.4,75,79,12.75,2020-12-18
440,Vao,NC,-22.67,167.48,75.63,0,71,15.3,2020-12-18
441,Lata,PT,40.16,-8.33,55.0,95,90,4.0,2020-12-18
442,Celestún,MX,20.87,-90.4,76.44,97,74,11.65,2020-12-18
443,Sungai Padi,TH,6.09,101.88,75.99,100,81,2.01,2020-12-18
444,Huancavelica,PE,-12.77,-74.98,48.22,79,68,5.26,2020-12-18
445,Chinna Salem,IN,11.65,78.9,70.21,59,89,6.6,2020-12-18
446,Piaçabuçu,BR,-10.41,-36.43,79.16,20,77,13.85,2020-12-18
447,Havre-St-Pierre,CA,50.23,-63.6,17.6,1,72,5.82,2020-12-18
449,Griffith,US,41.53,-87.42,33.8,1,69,12.75,2020-12-18
450,San Quintín,MX,30.48,-115.95,62.28,0,58,9.42,2020-12-18
451,Vyazemskiy,RU,47.54,134.75,-3.84,100,80,10.4,2020-12-18
452,Río Gallegos,AR,-51.62,-69.22,53.6,90,62,10.29,2020-12-18
453,Hamilton,US,39.18,-84.53,37.99,1,59,5.82,2020-12-18
454,Apac,UG,1.98,32.54,70.07,91,53,3.06,2020-12-18
455,Eenhana,NA,-17.47,16.33,87.8,51,22,6.93,2020-12-18
456,Salaverry,PE,-8.23,-78.97,68.0,40,82,12.75,2020-12-18
457,Touros,BR,-5.2,-35.46,78.8,40,83,10.29,2020-12-18
458,Takoradze,GH,4.88,-1.76,79.0,92,85,6.53,2020-12-18
459,Kolyvan',RU,55.31,82.74,23.0,75,67,17.9,2020-12-18
460,Olafsvik,IS,64.89,-23.71,35.76,100,85,37.51,2020-12-18
461,Sompeta,IN,18.93,84.6,68.77,4,85,4.94,2020-12-18
462,Porto-Novo,BJ,6.5,2.6,82.4,20,83,11.41,2020-12-18
463,Bilma,NE,18.69,12.92,65.82,31,26,7.38,2020-12-18
464,Pedernales,DO,18.04,-71.74,86.0,20,74,11.41,2020-12-18
466,Goubellat,TN,36.54,9.66,60.8,40,82,4.7,2020-12-18
467,Viedma,AR,-40.81,-63.0,73.71,73,46,12.97,2020-12-18
468,Tabou,CI,4.42,-7.35,78.67,57,81,4.83,2020-12-18
469,Quryq,KZ,43.2,51.65,33.03,98,93,6.62,2020-12-18
470,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,14.0,40,78,4.47,2020-12-18
471,Barra,BR,-11.09,-43.14,81.5,24,57,4.72,2020-12-18
472,Ambalema,CO,4.78,-74.76,64.4,40,63,11.41,2020-12-18
473,Tura,IN,25.52,90.22,51.76,18,47,3.29,2020-12-18
474,Margate,GB,51.38,1.39,52.0,100,76,7.0,2020-12-18
475,Badou,TG,7.58,0.6,77.0,97,65,3.02,2020-12-18
476,Auki,SB,-8.77,160.7,83.41,100,78,5.95,2020-12-18
477,Antiguo Morelos,MX,22.55,-99.08,80.01,5,44,5.99,2020-12-18
478,Boralday,KZ,43.36,76.86,6.8,20,84,4.47,2020-12-18
479,Luocheng,CN,29.38,104.03,39.9,91,76,1.34,2020-12-18
480,Kem',RU,64.96,34.58,17.8,98,91,12.84,2020-12-18
481,Bandar-e Lengeh,IR,26.56,54.88,67.6,96,73,5.06,2020-12-18
482,Istmina,CO,5.16,-76.68,75.97,100,94,3.49,2020-12-18
483,Bara,NG,10.37,10.73,73.2,2,26,7.4,2020-12-18
485,Beroroha,MG,-21.67,45.17,76.08,39,84,3.38,2020-12-18
486,Mount Isa,AU,-20.73,139.5,86.0,100,55,11.41,2020-12-18
487,Contai,IN,21.78,87.75,60.03,0,37,8.34,2020-12-18
488,Ternate,ID,0.8,127.4,80.91,87,81,7.07,2020-12-18
489,Yeppoon,AU,-23.13,150.73,84.2,75,66,5.82,2020-12-18
490,Macomb,US,40.46,-90.67,41.0,1,75,14.99,2020-12-18
491,Oriximiná,BR,-1.77,-55.87,81.64,76,76,0.56,2020-12-18
492,Hualmay,PE,-11.1,-77.61,71.4,97,74,11.41,2020-12-18
493,Vallenar,CL,-28.57,-70.76,77.99,0,27,7.2,2020-12-18
494,Ambilobe,MG,-13.2,49.05,75.13,83,89,2.39,2020-12-18
495,Maniitsoq,GL,65.42,-52.9,17.56,100,90,9.48,2020-12-18
496,Ponta Delgada,PT,37.73,-25.67,59.0,75,82,3.36,2020-12-18
497,Borås,SE,57.72,12.94,43.0,90,93,17.22,2020-12-18
498,Remanso,BR,-9.62,-42.08,81.37,8,58,4.83,2020-12-18
499,Birjand,IR,32.87,59.22,41.0,90,60,4.54,2020-12-18
500,Smidovich,RU,48.6,133.82,-5.6,9,75,7.87,2020-12-18
501,Inta,RU,66.03,60.17,2.52,100,94,13.31,2020-12-18
502,Buin,CL,-33.73,-70.75,72.0,20,35,8.05,2020-12-18
503,Binzhou,CN,37.37,118.02,21.31,0,91,5.03,2020-12-18
504,Dickinson,US,29.46,-95.05,63.0,90,87,13.87,2020-12-18
505,Rzhev,RU,56.26,34.33,31.14,100,99,8.25,2020-12-18
506,Bowmore,US,34.94,-79.3,44.6,1,48,5.82,2020-12-18
507,Norman Wells,CA,65.28,-126.83,-45.4,75,64,2.24,2020-12-18
508,Guerrero Negro,MX,27.98,-114.06,64.71,100,58,12.21,2020-12-18
509,Wencheng,CN,33.06,113.8,28.76,50,83,3.89,2020-12-18
511,Kloulklubed,PW,7.04,134.26,80.6,75,83,10.29,2020-12-18
512,Pozo Colorado,PY,-23.49,-58.8,92.35,67,44,5.91,2020-12-18
513,Gulbarga,IN,17.33,76.83,63.41,46,56,7.18,2020-12-18
514,Malmesbury,ZA,-33.46,18.73,66.0,0,82,12.75,2020-12-18
515,Iracoubo,GF,5.48,-53.2,77.9,100,87,11.45,2020-12-18
516,Dingle,PH,11.0,122.67,75.2,100,92,11.18,2020-12-18
517,Show Low,US,34.25,-110.03,41.0,1,41,8.05,2020-12-18
518,Tautira,PF,-17.73,-149.15,84.2,40,70,17.22,2020-12-18
519,Batticaloa,LK,7.71,81.69,76.19,100,89,3.0,2020-12-18
520,Ondjiva,AO,-17.07,15.73,80.46,37,31,11.74,2020-12-18
521,Gorodovikovsk,RU,46.09,41.93,30.4,90,95,2.55,2020-12-18
522,Muros,ES,42.78,-9.06,57.99,80,92,7.0,2020-12-18
523,Dwārka,IN,22.24,68.97,69.1,0,55,13.76,2020-12-18
524,Nautanwa,IN,27.43,83.42,48.47,0,60,1.97,2020-12-18
525,Ipixuna,BR,-1.76,-48.8,80.6,20,88,5.82,2020-12-18
526,La Ronge,CA,55.1,-105.28,-14.8,90,68,5.82,2020-12-18
527,Victor Harbor,AU,-35.57,138.62,60.01,8,74,1.01,2020-12-18
528,Nouadhibou,MR,20.93,-17.03,64.4,0,72,18.34,2020-12-18
529,Khakhea,BW,-24.69,23.49,69.69,65,78,14.03,2020-12-18
530,Fare,PF,-16.7,-151.02,80.53,96,73,9.95,2020-12-18
531,Necochea,AR,-38.55,-58.74,74.5,100,52,15.93,2020-12-18
532,Richards Bay,ZA,-28.78,32.04,73.49,70,90,5.68,2020-12-18
533,Kutum,SD,14.2,24.67,52.99,8,42,7.65,2020-12-18
534,Langsa,ID,4.47,97.97,74.53,100,92,1.23,2020-12-18
535,Srednekolymsk,RU,67.45,153.68,-18.81,99,87,4.81,2020-12-18
536,Hervey Bay,AU,-25.3,152.85,82.4,75,65,8.05,2020-12-18
538,Darhan,MN,49.49,105.92,0.97,0,87,5.97,2020-12-18
539,Syracuse,IT,37.09,15.28,62.01,20,87,2.24,2020-12-18
540,Cumanayagua,CU,22.15,-80.2,77.0,77,78,10.29,2020-12-18
541,Norwich,GB,52.63,1.3,52.0,100,87,12.75,2020-12-18
542,Yarim,YE,14.3,44.38,48.6,5,80,0.81,2020-12-18
543,Hay River,CA,60.82,-115.8,-20.2,100,75,8.05,2020-12-18
544,Ekhabi,RU,53.51,142.97,1.45,88,90,15.46,2020-12-18
545,High Level,CA,58.52,-117.14,-16.6,90,68,12.75,2020-12-18
546,Deputatsky,RU,69.3,139.9,-19.12,100,89,3.38,2020-12-18
547,Omboué,GA,-1.57,9.26,77.09,96,91,6.02,2020-12-18
548,Belaya Gora,RU,68.53,146.42,-15.63,99,89,1.16,2020-12-18
549,Fairlie,GB,55.76,-4.86,50.0,100,92,12.64,2020-12-18
550,Walvis Bay,NA,-22.96,14.51,63.0,18,82,8.05,2020-12-18
551,Tanout,NE,14.97,8.89,67.19,0,25,9.6,2020-12-18
552,Nārsingi,IN,18.03,78.43,66.99,41,51,5.44,2020-12-18
553,Mossamedes,AO,-15.2,12.15,67.84,100,76,7.09,2020-12-18
554,Umluj,SA,25.02,37.27,70.41,83,37,14.16,2020-12-18
555,Nishihara,JP,26.18,127.76,66.2,90,77,6.93,2020-12-18
556,Alexandria,EG,31.22,29.96,60.8,40,77,3.36,2020-12-18
557,Merauke,ID,-8.47,140.33,80.53,100,85,8.88,2020-12-18
558,Tete,MZ,-16.16,33.59,84.2,40,70,5.82,2020-12-18
559,Felipe Carrillo Puerto,MX,19.58,-88.05,75.92,31,94,4.07,2020-12-18
560,Beni Suef,EG,29.07,31.1,56.91,12,79,7.76,2020-12-18
561,Trairi,BR,-3.28,-39.27,80.6,2,74,11.43,2020-12-18
562,Cap Malheureux,MU,-19.98,57.61,77.0,1,81,3.0,2020-12-18
563,Obigarm,TJ,38.72,69.71,27.5,100,70,6.98,2020-12-18
564,Redlands,US,34.06,-117.18,71.6,5,13,11.41,2020-12-18
565,The Valley,AI,18.22,-63.06,80.6,20,83,9.17,2020-12-18
566,Yaan,NG,7.38,8.57,83.12,89,38,5.14,2020-12-18
567,Alappuzha,IN,9.49,76.33,75.85,58,84,5.12,2020-12-18
568,Pangody,RU,65.85,74.49,-9.8,100,89,16.53,2020-12-18
569,Hellvik,NO,59.92,5.78,51.01,100,85,18.01,2020-12-18
570,Kvarkeno,RU,52.08,59.73,13.19,95,96,4.61,2020-12-18
571,Ji’an,CN,27.12,114.98,40.66,100,71,10.04,2020-12-18
572,Tianpeng,CN,30.99,103.94,41.0,7,1,1.88,2020-12-18
573,Ballina,AU,-28.87,153.57,79.0,90,78,3.36,2020-12-18
574,Riyadh,SA,24.69,46.72,57.2,0,76,5.82,2020-12-18
575,Erzin,TR,36.96,36.2,53.01,0,76,11.01,2020-12-18
576,Akdağmadeni,TR,39.66,35.88,29.89,0,93,1.52,2020-12-18
577,Diapaga,BF,12.07,1.79,76.68,22,18,6.31,2020-12-18
578,Ilek,RU,51.53,53.38,18.45,79,97,7.25,2020-12-18
579,Lukulu,ZM,-14.37,23.24,68.63,100,92,6.02,2020-12-18
580,Conceição do Araguaia,BR,-8.26,-49.26,81.39,51,68,1.81,2020-12-18
